"","01[PQC_TK-CMV]","14[E8850_TK-CMV]","15[E8850_TK-CMV]","16[E8850_TK-CMV]","01[PQC_K-CMV]","11[HA259_K-CMV]","12[HA298_K-CMV]","13[HA334_K-CMV]"
"pos_00020_C00148",25.7894774506327,25.7973048183127,25.8877086987127,25.7286916700997,26.3296969802313,26.1425245686257,26.0413346643054,26.1920787610604
"pos_00029_C14829",17.9157250033795,18.0207775918343,17.795977288425,18.2735993899381,17.452868559662,18.004459239056,16.9559124012996,17.0545723871453
"pos_00032_C00318",28.8143187884162,28.8580667875859,28.8247290166004,28.8446556138563,28.4059362858003,28.7973324535301,28.2960506516382,28.2302468846984
"pos_00054_C00064",26.042786795069,26.0108470110736,26.1359452255324,26.0765660073992,25.955933455419,25.9635934068484,25.5830371256897,26.0027181676173
"pos_00059_C00785",18.301277178751,17.610039875938,18.0220182322063,18.1295143915933,17.5314666917915,15.7676887720054,16.5233773248291,17.3835520935852
"pos_00083_C00262",27.6657994106039,27.7720664849355,27.6929937151231,27.7707935606304,27.6057548884589,27.6660061108486,27.5758842424998,27.7543333551426
"pos_00084_C00407|C00123|C01933",23.5067919839301,23.544896713959,23.4669607436627,23.4449892189236,23.7295059223982,23.7653662734748,23.5818830757508,23.7355002405203
"pos_00146_C00079",25.0549936105806,25.2211964226793,25.3752342541406,25.1707465477243,25.7513558355817,24.4076802104339,25.981486815383,25.998248296378
"pos_00147_C00025|C00979",25.8873621987423,25.9641228483715,25.939326039303,25.9954124537,25.8043603414537,25.6123674735077,25.8803571094286,25.9583884681315
"pos_00152_C01412",15.6377326073846,13.7586981351399,16.9725069643346,15.6287803536078,13.9963981687956,14.649525579088,14.2288939230089,14.8803096609322
"pos_00177_C00213|C00041|C00133",24.572957430979,24.4915371876775,24.5237068054811,24.4448941870918,24.6053742866041,24.4607186116109,24.4624205256608,24.5963089925749
"pos_00183_C03739",14.9978470206121,14.9998563236849,16.1320022418442,15.3217792246024,13.8175857303333,14.3171019581002,14.0256349653413,14.248868497718
"pos_00212_C00245",25.9076837842195,25.8718944128393,25.9967940423712,25.9228490934289,26.1307532186275,26.1502421155893,25.9872259275654,26.0845340227977
"pos_00260_C01879",20.1901950157292,20.5725442828223,19.2633091985111,20.3979035492319,20.3561514709822,20.8681228515687,20.1238928473805,20.0575161708639
"pos_00291_C00082",19.1208055709562,19.496044376546,19.0373480678709,19.3438970743802,23.2633288850637,20.1347515003514,23.4563521278315,23.5757670541041
"pos_00293_C00327",22.8928424446446,22.7359224490262,23.0259735603204,22.7920355575288,22.5920552298083,22.1865655037036,22.6842439195588,22.3493811085654
"pos_00328_C01157",21.9328524190344,21.8353861100258,22.026324247169,22.0224341288834,21.7775803761859,21.9157778706294,21.2064721456401,21.5954776145278
"pos_00346_C00864",20.4342392684903,20.7361838073244,20.388406253245,21.116705008848,20.0507004633366,19.996202380629,20.7656604142638,20.9190386463632
"pos_00355_C02240",15.7639644474075,14.0448988305397,16.4390649410181,14.2175646444637,14.9408151446715,15.2596564505239,14.7303371152458,14.8707454823743
"pos_00361_C17714",13.9391680361402,13.4654924677281,13.6462141875044,13.923721465266,13.4992868177025,13.7854148395266,13.5628117964801,13.7293803535958
"pos_00384_C00037",22.5868403757059,22.6075040389164,22.7286652061155,22.6346409959853,22.4512236669811,22.520708379886,22.119974481933,22.2030632744048
"pos_00397_C03690|",15.5834066710278,15.4879701543805,16.1324659120975,15.5253161429817,14.6783610150339,14.8881356762499,14.453022323197,14.8706203412896
"pos_00424_C04083",16.6851939647444,16.3929027699779,16.8756725895808,16.4403937962278,15.7289303483984,15.8171605843044,16.0929466584475,15.9847945558818
"pos_00483_C00588",24.2306750502592,23.8756799608132,24.221812646535,23.5914734902222,24.7919787380762,24.3632623894364,24.6023164785841,24.7122551760231
"pos_00494_C11512",15.3092099814734,15.0264220792855,15.6657198974008,15.139097853556,14.905784374186,15.1703614428071,14.967642230929,15.5314460236739
"pos_00510_C00065",22.2560702435401,22.476364678539,22.3344617619744,22.3584848485636,22.6711686434478,22.7168582089444,22.6687315445035,22.9037042667487
"pos_00540_C00188|C05519",23.4841008783706,23.3796803150474,23.5532463399847,23.3808024068354,23.3952188517204,23.3550851416036,23.2742083999131,23.2934750886694
"pos_00866_C00418",15.6072896254835,14.8326991986821,16.4998563721286,14.9289468378982,13.4741848277562,13.8713722954905,13.6809072480816,13.9412534285522
"pos_00870_C00049",19.637600785051,22.7627023073833,22.812139751181,22.8737724786213,18.9314729406984,22.6093351025424,22.4151882555912,22.1672052861111
"pos_00885_C00147",23.8063389017073,23.7979581865892,23.8266116935235,23.6845821855912,23.2448816727495,23.9057049110439,22.7298118096864,22.68483571309
"pos_00886_C00020",22.2873165800116,21.8249394930937,22.6661900208657,22.0767048675373,21.8826401334393,22.0101836150273,21.6962646704689,21.5743929293357
"pos_00887_C00294",25.8279672375475,25.1872777332028,25.5657498835328,25.6954205562832,25.1848957080472,23.259235278208,25.3912005751904,25.6839633354986
"pos_00890_C00212",21.7898849800685,21.6053132495314,21.7760008746462,21.8106058383312,20.8460548399831,20.2478649985829,20.6344173651745,20.9980964321239
"pos_00894_C00242",16.6507527856648,16.9008852724087,16.889255430965,16.8226762369996,19.289197453039,20.38835372726,19.3324110405902,19.5311820007323
"pos_00900_C01046",22.619548040773,22.5959366076332,22.9583704373884,22.5590112845761,24.4557133179175,22.5250615487972,24.8474575901078,25.1668414565132
"pos_00904_C01181",23.8998657255332,23.8229899928533,23.8664305295717,23.9012809008444,22.692151787177,22.5899763123079,22.6252390966097,22.5036854989351
"pos_00915_C00140|C05021",22.2874483728099,22.3608897008489,21.7392291985946,22.3913842016317,20.6169670099212,21.8622326059069,20.1262031212509,19.7527647897695
"pos_00917_C00385",20.9198728213115,21.196713801702,20.5983054691599,20.8701612561843,23.6671586645758,21.729133514182,23.8174801748682,23.9547569415959
"pos_00920_C01234",21.2456971362294,21.2764838392034,21.2980738674614,21.3635919503082,21.1462554497761,20.9444798449343,21.2638344956217,21.3554153894524
"pos_00923_C01004",22.039357013789,22.1127110178066,21.9425787887938,21.9720487135506,21.5754675096907,21.2869175442373,21.9239245451033,20.7983474120743
"pos_00925_C00581",22.1109503974997,22.0137111229812,22.2330153054413,21.9995932625172,22.8458743420478,22.5124375281976,22.489182649318,22.8358297879187
"pos_00931_C02862|",19.9468917863734,20.4033874372656,19.9203667851487,19.7238479927742,21.7843823017327,21.8773584826527,21.7013372984674,22.0220161144091
"pos_00942_C00346",21.8154337405037,21.237907150092,21.8083711775265,21.2487033414,21.5117529556813,20.9840616931899,21.3456115822991,21.5363641405148
"pos_00943_C00475",19.3598711301926,19.4125508096511,19.1557175470868,19.5063867823829,20.5300941748378,19.3402207430905,20.7945338143779,20.4478209118932
"pos_00950_C00157",19.783226672565,20.3726790383661,19.8344594943975,20.5058831264224,19.9772450824629,19.7505376638117,20.2255234568039,20.733234772603
"pos_00951_C00408",19.9221459516954,19.835216412005,19.8910737050426,20.0025064908405,20.2281280285443,19.8725831429652,19.6185668114951,20.5092598565728
"pos_00954_C02721",18.708452298061,18.4444207543195,18.6209928982485,18.6014781356357,20.9596036878771,20.9748636955679,20.8138192049562,20.6405633512053
"pos_00956_C00506",21.2365663610895,21.1227175352143,21.5444199007584,21.2753829375551,20.1366356931474,21.3022522939606,16.4088966383604,16.9306230180116
"pos_00966_C01104",19.0785935270857,19.0188645538888,18.9699013088327,19.0681016787058,18.2188389564618,18.0248872436264,15.7212979320062,18.0282164958549
"pos_00968_C03017",22.0290451387129,22.2031886432089,22.0953714027883,21.8828317284613,21.1568199254188,21.405429683466,21.1647111742608,21.0142671493288
"pos_00972_C00130",21.6232720503329,21.2520674367146,21.4949960053553,21.5860221228721,21.0993296926077,21.8031768554022,20.8804892569534,20.7614534461771
"pos_00977_C10172",21.7680106807685,21.7993768696918,21.8638473252006,21.7509252109449,20.5248461511606,20.7301986281511,20.4576455088085,20.4502749206445
"pos_00991_C00956",20.1294549493736,20.0685925924216,20.2063251944772,20.2764894794104,19.5613847237567,18.936501683835,19.8358750478818,19.4337382286995
"pos_01017_C00144",17.194663456669,16.8897489872856,17.0583725125451,17.2135540740377,19.6493442673164,17.7661825254791,19.9559549499134,19.755277251753
"pos_01031_C00093|C02979",19.0780403203422,18.5711596201541,18.8435176992317,18.7686317126488,17.0611974231015,17.3306331854546,17.3821741591854,16.2852387950876
"pos_01047_C00105",16.9263439075046,17.0111889386338,16.9136435073443,17.1090253849935,19.386557123012,17.7710163545216,19.7664302991041,19.3141890129266
"pos_01057_C02990",19.4045751512302,19.9568585508294,19.6332124811968,19.2372610418402,18.5902559241217,18.8250877644571,18.1093574031728,19.1401547698507
"pos_01059_C00387",17.9156743255802,18.0437503172487,17.9068041155507,17.9720405391616,20.2998770663703,17.2246214515613,20.2351115487997,20.5197010203008
"pos_01075_C00055",17.0499839345257,16.4319431428652,17.3367953924154,16.8139657723494,15.0871803269441,16.9117880164797,16.1011860374733,18.4729104907043
"pos_01084_C00380",15.7217216282574,15.4058575102441,16.5420290590472,15.8581023205562,18.5462219752589,15.9873865991173,19.2252769260298,17.4713602258461
"pos_01087_C19910",20.4149829997609,20.373044438765,20.4423020216042,20.4013573497325,19.7822619226449,20.4985452003859,19.244386213148,18.9556353652397
"pos_01089_C01262",18.1192982092895,17.7342112130747,18.172031227192,17.9332744032861,16.8169829711851,17.6973054434,15.1802142256948,15.8724408123134
"pos_01118_C05122",17.9766793693606,17.9584753872852,18.4467881930377,18.2014821523702,12.0116321118731,13.082683919061,16.5233773248291,16.6809548204061
"pos_01127_C16512",19.2233472473894,19.3775841607341,19.1774948588674,19.5317774638685,18.2737640870351,18.9772185936693,17.6570764406525,18.6097682811633
"pos_01129_C05378",18.3216696991636,17.4075881253017,18.1381153105655,17.3647363086101,17.6741460215399,17.4912840881076,17.3092423800238,16.8221055450248
"pos_01153_C03736",17.4527560670187,17.1459293426005,17.7397728131487,17.2868343373797,14.6803124064122,15.1788021155489,14.5768608165806,16.6809548204061
"pos_01170_C01035",17.5193137216684,17.4154198933204,17.9664064509967,17.4210680510649,17.2359616818202,17.2531069784763,17.5688289229806,16.0601639232358
"pos_01174_C00715",17.5995504333258,17.5790545109199,18.0079357941163,17.8908185159366,17.4540732064408,17.2952220008746,17.5425928552173,17.4999403061676
"pos_01209_C01586",15.2600894470088,15.5789721656238,14.9372042657908,15.4514825317623,15.1854983497534,15.2823729922898,15.5284714735453,15.5395303946514
"pos_01253_C00599",18.8294171425042,18.69595420804,19.2941658241578,19.113531049768,15.882824024891,17.4405979889207,13.9405647439576,13.8320852006006
"pos_01259_C00519",14.9034363227676,14.4530665032906,15.1994862129146,14.3744600292912,17.9189046436981,16.1357855892716,18.7959052767131,17.7567884336392
"pos_01315_C00386",18.8718374832691,19.0557648397445,18.8921220305857,19.2509568390083,15.8949372874769,16.2860376685073,15.6676698577567,15.7425941491553
"pos_01331_C00006",17.2919859419945,16.9616654483373,17.0022048851315,17.0615186502761,16.2254474758324,17.29777851691,15.9997921594051,15.5608442922679
"pos_01333_C03406",20.7940848327012,20.9460907560187,20.8615446125214,20.8290314540166,21.0041772359395,20.7810227798949,21.1911575545128,20.8911047846337
"pos_01357_C02642",17.4071439802388,17.4937846219985,17.920217459404,17.6813065586914,16.9725844709853,15.9094811671935,17.9543639953503,16.7503364100048
"pos_01359_C02835",14.9653588029656,15.472713035276,15.2042113467383,15.1345691621963,14.9397765755354,14.9721945342672,15.1625034735904,15.0609356058801
"pos_01367_C00446|C00275||C00103",20.19096591387,19.9854663513939,20.1706152992848,19.8099711580746,18.5329720126458,18.4119673862567,18.0531070611088,18.4243404596303
"pos_01389_C05122",16.2352464525967,16.0648535427625,16.7812617230822,16.4568493074067,14.411134609714,15.3791137938272,15.3520828429692,15.4456309342362
"pos_01442_C00881",13.8873297599073,14.1927774631413,14.1805576344143,14.1894706589535,15.626219356533,13.8140461200164,16.2432683063735,15.1969704121534
"pos_01462_C12989",16.9677362061155,16.8230845173391,16.7921425700847,16.7842498782676,16.4927052388616,16.9663755051915,16.1242461400921,15.9679460939349
"pos_01505_C02710",14.5582520443149,14.6840493277871,13.2112378521305,13.6023916579145,14.6638320387128,14.7948403121525,14.8789338032,14.9115042820268
"pos_01537_C00008",16.8171785232046,16.1343503716966,17.0464749161242,16.0068221472733,16.3637326859657,16.0094294317252,16.0601383254628,16.3869350416933
"pos_01540_C00606",15.6848190258617,15.5108058074485,15.6310596366063,15.4174921008065,15.6547888500815,16.119082652013,15.3343821336789,16.1277713115004
"pos_01634_C00624",16.0411732377288,16.1444729393179,16.1890341201484,16.2477724746709,15.3020636900647,15.3791137938272,15.6479264898157,14.8871912955359
"pos_01637_C03519|",14.9097925213144,15.3621053157885,14.4433081923071,15.4219935851754,14.7851702147847,14.9122847951093,15.1599105654066,15.1166274861786
"pos_01641_C15587",11.050797609233,11.5002810202281,11.7899668199643,11.4488484994526,12.6632911683391,12.0812318698944,12.712662968571,12.6995095809655
"pos_01652_C00314",14.6610720174893,15.0968748527265,14.4957303318295,15.0808103250644,14.8497773555566,14.9496478578685,14.9817055543463,15.2902655157467
"pos_01699_C07588",15.5165305625107,15.3273450357098,15.6198474863904,14.9913565952602,14.8586245498518,16.5137935587348,15.3512125642073,15.6809870620989
"pos_01703_C00236",16.2619408012326,15.4879364854215,15.8636913114466,14.9980205805751,16.0627306891187,15.8077937000661,15.2055451093796,14.9093132728505
"pos_01732_C00361",17.3593762152583,16.7111152752393,17.1619167449787,16.7193945096428,15.3957839289057,14.6099797579659,15.1354451478528,14.8458919000833
"pos_01871_C00777",16.2169988515652,16.209406191574,16.0930941380054,16.2714319423733,16.0953661141648,16.8794323303018,15.9548486676829,15.6913736283159
"pos_01872_C00550",13.259309189252,13.4532249230731,12.293609212327,13.1912478477545,13.0787614402933,13.1273059005611,13.457404048055,13.3892110172446
"pos_01890_C00328",13.3714279129316,13.8849538160169,13.9070698033693,13.6831331545594,18.1282901226669,13.8229944200008,17.9006617899343,17.1850870503824
"pos_02039_C00334",20.7082238059865,20.8570254861979,20.6313548682071,20.6053043000646,20.4456622229572,20.775572002939,19.9736279668349,19.4508705075132
"pos_02064_C00429",17.0663466631857,17.3287066992305,16.3714710899866,17.6084546328386,15.9592770623267,17.4965102398256,15.1607864469579,15.210195102499
"pos_02069_C02305",14.7916350022118,14.3845575566928,15.0491016683926,15.0109244585756,14.2120758999916,13.583292319,14.3425630720746,14.5047241205895
"pos_02170_C10833",16.7742632909893,16.703418622665,16.3482996072518,16.5937886038254,15.6146479214909,16.3761071530439,15.935722143473,15.9119813871678
"pos_02189_C01042",16.4914600636791,16.4682449970525,17.2239128489164,16.5576325690987,15.8482385776902,14.9716487527192,15.3353583076485,15.5566780667643
"pos_02294_C03570",14.287332666709,14.8560848734599,14.6852333600803,15.0550894300842,14.7301952872349,14.2035928507523,14.3147081135325,13.9973884033573
"pos_02381_C00525",13.6409585470104,14.2182340215108,13.3091705067822,14.0867962354782,20.0884786991658,15.0285310024228,20.4143736789085,20.7207071791029
"pos_02438_C00755|C03663|C12064",14.2163749867925,14.3482547800063,14.2432730084998,14.0128442548265,13.5584005861292,14.0506781158023,13.7252061094802,14.161546976273
"pos_02472_C00530",14.3617991326014,14.0926083946626,14.5184962849131,14.3463571039356,13.9125434793139,14.0417448058062,13.6785974243562,14.0752622299181
"pos_02512_C00557",13.7078771670882,13.4798687965779,13.7408055421073,13.9729169409271,13.4434330345533,13.4233332597226,13.3173321912581,13.8045988052928
"pos_02533_C11439",15.7739665768338,15.8104101593977,15.8897964264539,15.5735131108982,15.2590644669982,15.6054409044222,11.8603738810208,11.4712337279935
"pos_02558_C01762",17.2925561968613,17.5094701000873,16.8677102578764,17.6360850518997,18.7399596168743,14.4892623917672,17.2838046658769,17.3639475209037
"pos_02608_C05637",12.2854578467786,12.6546929888062,11.652381400308,12.5138392535564,15.1163113769657,13.3253456834652,15.6887047879762,14.105768193612
"pos_02615_C01239",17.0461690065839,17.0227844660819,17.0612226828933,16.9950314986438,17.2299019829025,17.2167630002983,17.1568470029144,17.1088622897695
"pos_02649_C00127",14.6571006548868,15.3758293946553,15.1633693307887,14.6470749881037,20.3535112944768,15.5268346362755,20.7724155417866,20.9287557922798
"pos_02688_C00015",14.3679381831482,14.2322327903677,14.5640261874368,13.9978026867795,15.505231106257,14.6793424868605,15.9547524776322,15.7827001302749
"pos_02738_C00035",13.4041908164517,13.6757324097513,13.2469190920416,13.2361506636141,15.3765335753183,13.8067431071887,15.3339660138098,15.5241070447081
"pos_02793_C02353|C00575",14.1689471806148,14.3882383565355,14.3185497441954,14.2604242078343,14.0142911300701,14.614669234069,13.920665309105,14.3094518192186
"pos_02837_C02946",15.6999999729414,16.3356021669777,15.7195753923957,15.9270785321526,15.9603528290217,16.2353976038878,15.6318374946467,16.0398871520298
"pos_02966_C00152",20.4285986060537,20.8288338375814,20.4976194668258,20.5704975379054,20.5864175767062,21.0261302099537,20.6972902923551,20.8973702847323
"pos_02970_C00695",13.0072466248739,13.1110099593165,13.0266975004479,13.1817149938301,13.3102782252953,12.1073302935574,14.0048138046573,14.1122792634464
"pos_03023_C06429",14.478063129421,14.458597218659,14.0952032301832,14.3724381090945,15.2306429658376,15.3796422259345,15.1450770105161,15.0372262680531
"pos_03043_C01909",15.0302766217552,15.6285007156019,15.1896123659488,15.1297107387155,15.9095404967329,16.2497466882295,16.4097939066487,16.5809391803301
"pos_03078_C00836",16.516202296594,16.4993699038805,16.865639685647,16.8478405191203,14.5436057803533,15.4057670591935,13.5687401950289,14.8981855597284
"pos_03184_C00003",15.0948484383545,14.9514369854193,14.927940820201,15.0343714079181,14.9256329036775,15.0310401523834,14.4543576354463,14.7727469096807
"pos_03302_C00597",14.2016089036206,14.1972292730212,14.0884007802615,14.1971206182159,14.5414610845983,15.8311858099356,14.0454300576495,14.9907123845812
"pos_03427_C00847",14.9096939696588,15.2985672554547,14.899302216855,15.3993508993941,13.8491487762577,13.4919613696079,14.4469190844521,13.9041547989346
"pos_03460_C00170",18.4567738406544,18.7304771887075,16.1725112565531,17.143458776397,18.8362456088359,20.5412442911939,16.9090397252307,16.9714417512342
"pos_03534_C04294",15.6888073999497,16.3150417910734,14.9774959352576,16.1599596900206,13.9904543597635,15.9484956887136,11.247917197216,11.6121874962403
"pos_03694_C01005",16.5784914480074,15.9418504126339,16.364104740175,16.5392422331978,16.3573584109279,16.2181683516465,16.3995078266344,16.3206303750488
"pos_03723_C00253",17.6404741539894,15.3836807387017,17.501037124158,17.8829381930979,17.0240003899263,15.3651919672162,16.3210656313037,15.2332490075661
"pos_03842_C00255",15.1895298327046,15.0408532480458,15.1211565758046,15.18917557584,15.3937852391581,14.6403738964679,16.0440134758808,15.3262624114683
"pos_04002_C04067",14.0827452307801,13.9943561211602,14.6399687131628,13.9364811775339,13.7289311723527,13.8156870741315,14.0111530397501,14.7084854206246
"pos_04036_C00299",16.8312028047455,17.1254714869748,16.8084492255441,16.9070950417335,20.4669440985364,16.737526790816,20.8940380914493,21.094534266276
"pos_04044_C00106",13.9842237481974,13.9483514930484,14.1205527564831,14.2479045391441,19.0042284218428,14.4109383969416,19.3557168219802,19.4202567675259
"pos_04080_|C00043",14.4256014597048,14.9668258934863,14.7198352305484,15.0352839200985,18.1536580072257,14.8595823211273,18.1243264490919,18.9159943449802
"pos_04097_C00491",12.1105117156937,12.1027513995531,12.76804323763,12.0817412485613,16.5654739878759,13.4026427172885,14.7006326040919,14.7581421420283
"pos_04116_C01481",12.4998851875255,12.9101139882381,13.4611012730526,12.8039319986506,16.6282132066875,13.0423809323425,15.6824040690733,15.9073723105641
"pos_04133_C00301",14.449161759244,14.2890275574477,15.41412150336,14.3081912442074,17.2331513858255,13.6626260419091,17.1001475356599,17.3439703937575
"pos_04292_C05635",11.6953111295972,11.850625785781,11.9992750874247,12.0566706146212,15.4128984740493,11.5370517517104,15.5165009466126,15.075908565195
"pos_04331_C02140|C05488",12.9840957151688,12.7140548234549,12.693400591162,12.714914964757,14.6010241197752,13.9318390471629,15.0768933894578,15.4479406807759
"pos_04360_C00366",13.4145717418238,13.6905990196857,13.1042170589226,12.984574817529,14.6771151355902,13.8818942489456,15.1576777782352,15.2020708526316
"pos_04453_C00951",14.4301308108218,14.050398685366,14.9695787511795,13.9059423187825,14.170343764814,14.3004609217558,14.3496836248966,14.5055469482509
"pos_04660_C06231",13.9701718900978,14.106913961641,14.0476047432006,14.0303595331979,14.3834538263668,14.0614032908918,13.7276015174613,14.9410110244964
"pos_04717_C00570",16.5229819015009,16.3154707940279,16.8698957169382,16.9555581087361,18.0529720457591,16.4208113260895,17.9492762945479,18.3407056651945
"pos_04724_C03722",16.5295883750813,17.0082928302682,16.7138129832848,16.9537574790587,16.9429156489298,16.8549309055619,17.1877812012589,17.566471320944
"pos_04919_C02376",16.0771041380099,16.6466979759511,16.0440122582731,16.3220764833859,16.5039214600792,16.6359267968641,16.4525553944993,16.9013810684808
"pos_05029_C00969",13.9375772357333,13.5236729929152,13.157465918468,13.1817149938301,13.5930025760043,13.3401278706034,13.7322110357348,13.9994491005032
"pos_05062_C01161",13.7728924484388,14.0079778213974,13.2715273297796,14.0390534682873,13.5027250867456,13.4236938517817,13.4950609875219,13.5311366305596
"pos_05136_C01987",12.029412813881,12.77445319831,12.469760755722,12.7190109930872,13.0691457541174,13.0074781418951,13.1664575552094,13.4436519940267
"pos_05811_C03299",15.896841325973,16.2688972937083,15.9275825102091,15.7437885600519,15.3591658118716,15.4076049886618,15.3315276080689,16.047284104438
"pos_05947_C06423",13.7948314026579,13.2634506924147,14.1358206205573,13.5239975536642,12.5362665457478,13.3428483841701,12.5314251593243,12.6078815246444
"pos_06159_C01551",14.0644465341477,13.8446014352289,14.6338599082096,13.7885722270493,13.5700883069678,12.7527290448751,12.8894379269142,12.0987014855633
"pos_06183_C02918",11.6182450662578,11.9215568027457,11.4703644733576,11.6561334872844,11.7569846724591,12.0493157819334,11.7146899430828,12.1020491215451
"pos_06256_C22040",12.4586720827166,13.6461701682193,13.1582816302762,12.4587906068492,12.186309385012,13.0515169090455,15.1576777782352,13.4436519940267
"pos_06262_C02067",13.0854191168256,12.6406577027598,13.7097499321259,12.5791051296722,13.8694163742489,12.5681826191497,13.5291861696404,13.7754989870283
"pos_06399_C00455",16.0805281853576,15.7409804386211,16.2209570402434,16.0068372822129,15.0351407274847,16.4051073314222,15.2306510197946,14.0693436313533
"pos_06491_C00157",16.6045800198546,16.9911749331215,17.0914694609758,17.0579119198904,16.0478521263743,15.6160861812703,16.1068202007406,16.3900304498543
"pos_06609_C00378",9.90555861604644,13.1110099593165,13.0266975004479,14.3830162464974,10.1618592979538,13.0766984724403,12.9953227550955,10.3442084679296
"pos_06642_C00092|C00275",19.8861921283362,19.9037180954148,19.8572206554364,19.7691908557829,18.6796665254766,18.4613300710661,18.5810656969824,18.9699884498532
"pos_06717_C03139",15.9652303871663,15.6264920433159,15.8785390414786,15.6542660745191,14.1588946816353,13.9479171822114,14.1184011555939,12.8756879541654
"pos_06817_C02953",12.9731623476791,11.7188500074433,11.5359561076954,12.7308362293516,11.5024782510847,12.1605001790593,11.4478063409804,11.3287996301457
"pos_06833_C05135",13.0072466248739,13.0866315883599,13.2479557964459,13.3992960922664,13.3180945571126,13.0766984724403,13.8436236713246,12.8354699518434
"pos_07057_C02714",14.3924019260055,14.5457271673485,14.3317417824821,14.4224231035307,14.7285771132315,14.7880018663097,14.3345018324671,14.6309796736318
"pos_07536_C04148",12.54816799707,12.9657751232122,12.7120549586422,12.7308362293516,11.3466064653947,12.7219177650634,11.0317648666923,12.8923007361038
"pos_07932_C19615",12.9221901965024,12.9657751232122,13.3506449614668,12.7791198456639,12.8066012486717,12.7687230492355,12.7053991210961,13.1895529371892
"pos_08123_C00213",17.4670299464793,17.0896031597615,17.5606754514868,17.1058657452919,17.6050769190501,17.4527904589643,17.4490639054673,16.7624089401705
"pos_08124_C00099",18.8785615186853,19.1504576577449,18.9594925171615,18.9573640173453,19.3638821364402,19.7272832162535,18.9427222152857,19.3109593638786
"pos_08125_C00123",24.7448541196805,24.8282385737051,25.2129013235997,24.7357592638943,25.2225322300787,25.2384773681575,25.684804399716,26.5043619981538
